Default Unit of Measure,Item Code,Item Group,Item Name,Maintain Stock,Opening Stock,Brand,Shelf Life In Days,End of Life,Has Expiry Date,Barcode (Barcodes),Re-order Qty (Reorder level based on Warehouse),UOM (UOMs),Default Price List (Item Defaults)
Nos,5044,اكسسوارات,5044,1,0,,0,2099-12-31,0,50445044,,Nos,
Nos,5050,اكسسوارات,5050,1,0,,0,2099-12-31,0,505050,,Nos,
Nos,505215,اكسسوارات,505215,1,0,,0,2099-12-31,0,6294007505215,,Nos,
Nos,505413,اكسسوارات,505413,1,0,,0,2099-12-31,0,6294007505413,,Nos,
Nos,505512,اكسسوارات,505512,1,0,,0,2099-12-31,0,6294007505512,,Nos,
Nos,505710,اكسسوارات,505710,1,0,,0,2099-12-31,0,6294007505710,,Nos,
Nos,5058,اكسسوارات,5058,1,0,,0,2099-12-31,0,50585058,,Nos,
Nos,51062,اكسسوارات,51062,1,0,,0,2099-12-31,0,000006251062,,Nos,
Nos,51147,اكسسوارات,51147,1,0,,0,2099-12-31,0,8901248451147,,Nos,
Nos,5115,اكسسوارات,5115,1,0,,0,2099-12-31,0,100115115,,Nos,
Nos,51222,اكسسوارات,51222,1,0,,0,2099-12-31,0,8901248451222,,Nos,
Nos,51260,اكسسوارات,51260,1,0,,0,2099-12-31,0,8901248451260,,Nos,
Nos,51392,اكسسوارات,51392,1,0,,0,2099-12-31,0,6946038651392,,Nos,
Nos,51415,اكسسوارات,51415,1,0,,0,2099-12-31,0,6946038651415,,Nos,
Nos,5151,اكسسوارات,5151,1,0,,0,2099-12-31,0,515151,,Nos,
Nos,51515,اكسسوارات,51515,1,0,,0,2099-12-31,0,4000151515,,Nos,
Nos,51515,اكسسوارات,51515,1,0,,0,2099-12-31,0,5000151515,,Nos,
Nos,51574,اكسسوارات,51574,1,0,,0,2099-12-31,0,8901248451574,,Nos,
Nos,51611,اكسسوارات,51611,1,0,,0,2099-12-31,0,8901248451611,,Nos,
Nos,51712,اكسسوارات,51712,1,0,,0,2099-12-31,0,1929650451712,,Nos,
Nos,5252,اكسسوارات,5252,1,0,,0,2099-12-31,0,525252,,Nos,
Nos,52664,اكسسوارات,اساور فرفشة,1,0,,0,2099-12-31,0,5252664,,Nos,
Nos,52665,اكسسوارات,اساور فرفشة منوعين,1,0,,0,2099-12-31,0,5252665,,Nos,
Nos,53191,اكسسوارات,قطب طقم حلق مدور ملون,1,0,,0,2099-12-31,0,5319153191,,Nos,
Nos,5353,اكسسوارات,5353,1,0,,0,2099-12-31,0,535353,,Nos,
Nos,54094,اكسسوارات,54094,1,0,,0,2099-12-31,0,3760237854094,,Nos,
Nos,54168,اكسسوارات,مصحح حواجب نوت+ برافو ليدي,1,0,,0,2099-12-31,0,6994626854168,,Nos,
Nos,5454,اكسسوارات,5454,1,0,,0,2099-12-31,0,545454,,Nos,
Nos,55045,اكسسوارات,55045,1,0,,0,2099-12-31,0,50455045,,Nos,
Nos,552869,اكسسوارات,552869,1,0,,0,2099-12-31,0,5528699123923,,Nos,
Nos,55421,اكسسوارات,55421,1,0,,0,2099-12-31,0,5000655421,,Nos,
Nos,5555,اكسسوارات,5555,1,0,,0,2099-12-31,0,555555,,Nos,
Nos,5568,اكسسوارات,5568,1,0,,0,2099-12-31,0,55685568,,Nos,
Nos,55794,اكسسوارات,طقم سلوس فراشة,1,0,,0,2099-12-31,0,5579455794,,Nos,
Nos,5581,اكسسوارات,طقم بناتي قلب,1,0,,0,2099-12-31,0,55815581,,Nos,
Nos,56109,اكسسوارات,56109,1,0,,0,2099-12-31,0,0506699456109,,Nos,
Nos,56210,اكسسوارات,56210,1,0,,0,2099-12-31,0,1617951256210,,Nos,
Nos,56213,اكسسوارات,56213,1,0,,0,2099-12-31,0,1617941256213,,Nos,
Nos,5656,اكسسوارات,5656,1,0,,0,2099-12-31,0,565656,,Nos,
Nos,56649,اكسسوارات,56649,1,0,,0,2099-12-31,0,6985948556649,,Nos,
Nos,56787,اكسسوارات,56787,1,0,,0,2099-12-31,0,897865456456787,,Nos,
Nos,57370,اكسسوارات,57370,1,0,,0,2099-12-31,0,4342939057370,,Nos,
Nos,57374,اكسسوارات,57374,1,0,,0,2099-12-31,0,8901248257374,,Nos,
Nos,5757,اكسسوارات,5757,1,0,,0,2099-12-31,0,575757,,Nos,
Nos,5762,اكسسوارات,اساور فان كليف,1,0,,0,2099-12-31,0,57625762,,Nos,
Nos,5786,اكسسوارات,5786,1,0,,0,2099-12-31,0,57865786,,Nos,
Nos,5801,اكسسوارات,5801,1,0,,0,2099-12-31,0,58015801,,Nos,
Nos,58174,اكسسوارات,58174,1,0,,0,2099-12-31,0,9112912458174,,Nos,
Nos,58439,اكسسوارات,58439,1,0,,0,2099-12-31,0,8992803658439,,Nos,
Nos,5858,اكسسوارات,5858,1,0,,0,2099-12-31,0,585858,,Nos,
Nos,5897,اكسسوارات,5897,1,0,,0,2099-12-31,0,8888086785897,,Nos,
Nos,5959,اكسسوارات,5959,1,0,,0,2099-12-31,0,595959,,Nos,
Nos,59684,اكسسوارات,59684,1,0,,0,2099-12-31,0,6291107459684,,Nos,
Nos,603132,اكسسوارات,603132,1,0,,0,2099-12-31,0,6926633603132,,Nos,
Nos,6060,اكسسوارات,6060,1,0,,0,2099-12-31,0,606060,,Nos,
Nos,6116,اكسسوارات,6116,1,0,,0,2099-12-31,0,100116116,,Nos,
Nos,61172,اكسسوارات,61172,1,0,,0,2099-12-31,0,8809576261172,,Nos,
Nos,6145,اكسسوارات,سلوس بناتي كرزه,1,0,,0,2099-12-31,0,45248796145,,Nos,
Nos,6151,اكسسوارات,6151,1,0,,0,2099-12-31,0,3499775636151,,Nos,
Nos,61616,اكسسوارات,61616,1,0,,0,2099-12-31,0,4000161616,,Nos,
Nos,61616,اكسسوارات,61616,1,0,,0,2099-12-31,0,5000161616,,Nos,
Nos,61839,اكسسوارات,61839,1,0,,0,2099-12-31,0,6920250161839,,Nos,
Nos,6265,اكسسوارات,6265,1,0,,0,2099-12-31,0,243A16265,,Nos,
Nos,62662,اكسسوارات,ابيام فيونكة مع المراطق,1,0,,0,2099-12-31,0,662662662,,Nos,
Nos,62898,اكسسوارات,62898,1,0,,0,2099-12-31,0,156486456162898,,Nos,
Nos,63122,اكسسوارات,فرشم مكياج بيوتي,1,0,بيوتي,0,2099-12-31,0,6952474163122,,Nos,
Nos,63531,اكسسوارات,كلبس كرز  2,1,0,,0,2099-12-31,0,000000063531,,Nos,
Nos,6377,اكسسوارات,6377,1,0,,0,2099-12-31,0,100106377,,Nos,
Nos,6386,اكسسوارات,6386,1,0,,0,2099-12-31,0,100106386,,Nos,
Nos,6400,اكسسوارات,6400,1,0,,0,2099-12-31,0,100106400,,Nos,
Nos,6432,اكسسوارات,6432,1,0,,0,2099-12-31,0,100106432,,Nos,
Nos,6437,اكسسوارات,6437,1,0,,0,2099-12-31,0,100106437,,Nos,
Nos,6477,اكسسوارات,6477,1,0,,0,2099-12-31,0,8809875456477,,Nos,
Nos,67,اكسسوارات,سلس,1,0,,0,2099-12-31,0,2225638789310,,Nos,
Nos,67122,اكسسوارات,67122,1,0,,0,2099-12-31,0,6281006567122,,Nos,
Nos,67217,اكسسوارات,67217,1,0,,0,2099-12-31,0,6291106067217,,Nos,
Nos,67224,اكسسوارات,67224,1,0,,0,2099-12-31,0,6291106067224,,Nos,
Nos,6767,اكسسوارات,باكت مسكرة رومنتك جديد,1,0,رومنتك,0,2099-12-31,0,6971204786110,,Nos,
Nos,68160,اكسسوارات,68160,1,0,,0,2099-12-31,0,6972943768160,,Nos,
Nos,6831,اكسسوارات,مورد يارا,1,0,,0,2099-12-31,0,6957834806831,,Nos,
Nos,6868,اكسسوارات,باكت مسكرة سفن دي الأصلي,1,0,سفن دي,0,2099-12-31,0,6971204785984,,Nos,
Nos,690442578301,اكسسوارات,690442578301,1,0,,0,2099-12-31,0,6904425783019,,Nos,
Nos,694605123971,اكسسوارات,694605123971,1,0,,0,2099-12-31,0,6946051239713,,Nos,
Nos,70009,اكسسوارات,70009,1,0,,0,2099-12-31,0,8809416470009,,Nos,
Nos,70016,اكسسوارات,70016,1,0,,0,2099-12-31,0,8809416470016,,Nos,
Nos,7079,اكسسوارات,7079,1,0,,0,2099-12-31,0,9944185070797,,Nos,
Nos,708,اكسسوارات,سلوس 1,1,0,,0,2099-12-31,0,8459425957314,,Nos,
Nos,7117,اكسسوارات,7117,1,0,,0,2099-12-31,0,100117117,,Nos,
Nos,71425,اكسسوارات,71425,1,0,,0,2099-12-31,0,6912316171425,,Nos,
Nos,71717,اكسسوارات,71717,1,0,,0,2099-12-31,0,4000171717,,Nos,
Nos,71717,اكسسوارات,71717,1,0,,0,2099-12-31,0,5000171717,,Nos,
Nos,72,اكسسوارات,وهمي,1,0,,0,2099-12-31,0,1705217677777,,Nos,
Nos,7210,اكسسوارات,7210,1,0,,0,2099-12-31,0,3337875597210,,Nos,
Nos,721496,اكسسوارات,721496,1,0,,0,2099-12-31,0,8410664651975,,Nos,
Nos,721497,اكسسوارات,721497,1,0,,0,2099-12-31,0,1277080562172,,Nos,
Nos,721501,اكسسوارات,721501,1,0,,0,2099-12-31,0,3970357621500,,Nos,
Nos,721502,اكسسوارات,721502,1,0,,0,2099-12-31,0,5256367739854,,Nos,
Nos,721587,اكسسوارات,721587,1,0,,0,2099-12-31,0,721587,,Nos,
Nos,721588,اكسسوارات,721588,1,0,,0,2099-12-31,0,721588,,Nos,
Nos,721589,اكسسوارات,721589,1,0,,0,2099-12-31,0,721589,,Nos,
Nos,721592,اكسسوارات,721592,1,0,,0,2099-12-31,0,3783284477894,,Nos,
Nos,740404,اكسسوارات,740404,1,0,,0,2099-12-31,0,0863765019720,,Nos,
Nos,741442,اكسسوارات,741442,1,0,,0,2099-12-31,0,9808036205380,,Nos,
Nos,741489,اكسسوارات,741489,1,0,,0,2099-12-31,0,9975507493062,,Nos,
Nos,741501,اكسسوارات,741501,1,0,,0,2099-12-31,0,7529067516208,,Nos,
Nos,741975,اكسسوارات,741975,1,0,,0,2099-12-31,0,5726738519106,,Nos,
Nos,741983,اكسسوارات,741983,1,0,,0,2099-12-31,0,7560980367263,,Nos,
Nos,742024,اكسسوارات,742024,1,0,,0,2099-12-31,0,4795293571059,,Nos,
Nos,742028,اكسسوارات,742028,1,0,,0,2099-12-31,0,1265128591369,,Nos,
Nos,742226,اكسسوارات,742226,1,0,,0,2099-12-31,0,9055740299062,,Nos,
Nos,742579,اكسسوارات,742579,1,0,,0,2099-12-31,0,7923884103502,,Nos,
Nos,742786,اكسسوارات,742786,1,0,,0,2099-12-31,0,3035411949676,,Nos,
Nos,742851,اكسسوارات,742851,1,0,,0,2099-12-31,0,3497910689208,,Nos,
Nos,742896,اكسسوارات,742896,1,0,,0,2099-12-31,0,6072988649711,,Nos,
Nos,742904,اكسسوارات,742904,1,0,,0,2099-12-31,0,7997910438715,,Nos,
Nos,742954,اكسسوارات,742954,1,0,,0,2099-12-31,0,6497698312876,,Nos,
Nos,743066,اكسسوارات,743066,1,0,,0,2099-12-31,0,3591919882360,,Nos,
Nos,743070,اكسسوارات,743070,1,0,,0,2099-12-31,0,4853792486035,,Nos,
Nos,743489,اكسسوارات,743489,1,0,,0,2099-12-31,0,6725487120396,,Nos,
Nos,743565,اكسسوارات,743565,1,0,,0,2099-12-31,0,743565,,Nos,
Nos,743600,اكسسوارات,743600,1,0,,0,2099-12-31,0,743600,,Nos,
Nos,743606,اكسسوارات,743606,1,0,,0,2099-12-31,0,7176209262822,,Nos,
Nos,743622,اكسسوارات,743622,1,0,,0,2099-12-31,0,9160060587857,,Nos,
Nos,744107,اكسسوارات,744107,1,0,,0,2099-12-31,0,7279031986079,,Nos,
Nos,750710,اكسسوارات,750710,1,0,,0,2099-12-31,0,3149990212653,,Nos,
Nos,750711,اكسسوارات,750711,1,0,,0,2099-12-31,0,8374528204878,,Nos,
Nos,750712,اكسسوارات,750712,1,0,,0,2099-12-31,0,1157508895719,,Nos,
Nos,750713,اكسسوارات,750713,1,0,,0,2099-12-31,0,9934886693616,,Nos,
Nos,750714,اكسسوارات,750714,1,0,,0,2099-12-31,0,7543289076746,,Nos,
Nos,77092,اكسسوارات,77092,1,0,,0,2099-12-31,0,3401399277092,,Nos,
Nos,77454,اكسسوارات,اقلام كحل اسود طلعة,1,0,,0,2099-12-31,0,8948490577454,,Nos,
Nos,78236,اكسسوارات,78236,1,0,,0,2099-12-31,0,8901248478236,,Nos,
Nos,78252,اكسسوارات,78252,1,0,,0,2099-12-31,0,6935356578252,,Nos,
Nos,78813,اكسسوارات,78813,1,0,,0,2099-12-31,0,6912316178813,,Nos,
Nos,790778,اكسسوارات,790778,1,0,,0,2099-12-31,0,6901790778022,,Nos,
Nos,790794,اكسسوارات,790794,1,0,,0,2099-12-31,0,5671382752044,,Nos,
Nos,790800,اكسسوارات,790800,1,0,,0,2099-12-31,0,9371005778074,,Nos,
Nos,791052,اكسسوارات,791052,1,0,,0,2099-12-31,0,6920257910522,,Nos,
Nos,791067,اكسسوارات,791067,1,0,,0,2099-12-31,0,6920257910676,,Nos,
Nos,791097,اكسسوارات,791097,1,0,,0,2099-12-31,0,6920257910973,,Nos,
Nos,80088,اكسسوارات,80088,1,0,,0,2099-12-31,0,7160934480088,,Nos,
Nos,809129,اكسسوارات,809129,1,0,,0,2099-12-31,0,6930274809129,,Nos,
Nos,8118,اكسسوارات,8118,1,0,,0,2099-12-31,0,100118118,,Nos,
Nos,81818,اكسسوارات,81818,1,0,,0,2099-12-31,0,4000181818,,Nos,
Nos,81818,اكسسوارات,81818,1,0,,0,2099-12-31,0,5000181818,,Nos,
Nos,81947,اكسسوارات,81947,1,0,,0,2099-12-31,0,8999999581947,,Nos,
Nos,82518,اكسسوارات,82518,1,0,,0,2099-12-31,0,6935356582518,,Nos,
Nos,83232,اكسسوارات,83232,1,0,,0,2099-12-31,0,6971204783232,,Nos,
Nos,83919,اكسسوارات,83919,1,0,,0,2099-12-31,0,6925213883919,,Nos,
Nos,8407,اكسسوارات,8407,1,0,,0,2099-12-31,0,8809426813865,,Nos,
Nos,84072,اكسسوارات,84072,1,0,,0,2099-12-31,0,6041216184072,,Nos,
Nos,84128,اكسسوارات,مصحح حواجب أبو جهة,1,0,,0,2099-12-31,0,6933495884128,,Nos,
Nos,84535,اكسسوارات,84535,1,0,,0,2099-12-31,0,772618084535,,Nos,
Nos,84810,اكسسوارات,84810,1,0,,0,2099-12-31,0,6970873984810,,Nos,
Nos,850038,اكسسوارات,850038,1,0,,0,2099-12-31,0,6972497850038,,Nos,
Nos,85476,اكسسوارات,85476,1,0,,0,2099-12-31,0,6922965185476,,Nos,
Nos,8555,اكسسوارات,8555,1,0,,0,2099-12-31,0,5558888555,,Nos,
Nos,86886,اكسسوارات,سلوس بناتي,1,0,,0,2099-12-31,0,886886886,,Nos,
Nos,87230,اكسسوارات,87230,1,0,,0,2099-12-31,0,7702018587230,,Nos,
Nos,87307,اكسسوارات,87307,1,0,,0,2099-12-31,0,5060518887307,,Nos,
Nos,87621,اكسسوارات,87621,1,0,,0,2099-12-31,0,6912191387621,,Nos,
Nos,88015,اكسسوارات,88015,1,0,,0,2099-12-31,0,6925261388015,,Nos,
Nos,88128,اكسسوارات,88128,1,0,,0,2099-12-31,0,6900001388128,,Nos,
Nos,88289,اكسسوارات,88289,1,0,,0,2099-12-31,0,6900001388289,,Nos,
Nos,88422,اكسسوارات,88422,1,0,,0,2099-12-31,0,6912311388422,,Nos,
Nos,90311,اكسسوارات,90311,1,0,,0,2099-12-31,0,769915190311,,Nos,
Nos,90356,اكسسوارات,90356,1,0,,0,2099-12-31,0,6971260890356,,Nos,
Nos,90670,اكسسوارات,90670,1,0,,0,2099-12-31,0,769915190670,,Nos,
Nos,90715,اكسسوارات,90715,1,0,,0,2099-12-31,0,6922965190715,,Nos,
Nos,90784,اكسسوارات,90784,1,0,,0,2099-12-31,0,6922965190784,,Nos,
Nos,91000,اكسسوارات,91000,1,0,,0,2099-12-31,0,6970975191000,,Nos,
Nos,9119,اكسسوارات,9119,1,0,,0,2099-12-31,0,100119119,,Nos,
Nos,91230,اكسسوارات,91230,1,0,,0,2099-12-31,0,033200191230,,Nos,
Nos,91877,اكسسوارات,روج سائل 2113,1,0,,0,2099-12-31,0,3194500091877,,Nos,
Nos,91919,اكسسوارات,91919,1,0,,0,2099-12-31,0,4000191919,,Nos,
Nos,9281,اكسسوارات,9281,1,0,,0,2099-12-31,0,8999777009281,,Nos,
Nos,93583,اكسسوارات,93583,1,0,,0,2099-12-31,0,4550516493583,,Nos,
Nos,93831,اكسسوارات,93831,1,0,,0,2099-12-31,0,8809305993831,,Nos,
Nos,94026,اكسسوارات,94026,1,0,,0,2099-12-31,0,3600523494026,,Nos,
Nos,94138,اكسسوارات,94138,1,0,,0,2099-12-31,0,9767013694138,,Nos,
Nos,950777999799,اكسسوارات,950777999799,1,0,,0,2099-12-31,0,9507779997992,,Nos,
Nos,95214,اكسسوارات,95214,1,0,,0,2099-12-31,0,040232095214,,Nos,
Nos,95776,اكسسوارات,95776,1,0,,0,2099-12-31,0,3506822095776,,Nos,
Nos,96161,اكسسوارات,96161,1,0,,0,2099-12-31,0,6922446096161,,Nos,
Nos,96565,اكسسوارات,جلوس جف جيرل 2093,1,0,,0,2099-12-31,0,03097187,,Nos,
Nos,97180,اكسسوارات,97180,1,0,,0,2099-12-31,0,3337875597180,,Nos,
Nos,97388,اكسسوارات,كريم سرافي 454ملي,1,0,,0,2099-12-31,0,3337875597388,,Nos,
Nos,9801,اكسسوارات,9801,1,0,,0,2099-12-31,0,6920250649801,,Nos,
Nos,9997991,اكسسوارات,9997991,1,0,,0,2099-12-31,0,9507779997991,,Nos,
Nos,AS-3215,اكسسوارات,AS-3215,1,0,,0,2099-12-31,0,32153215,,Nos,
Nos,AS-4520-2,اكسسوارات,AS-4520-2,1,0,,0,2099-12-31,0,4520245202,,Nos,
Nos,AS-4932,اكسسوارات,AS-4932,1,0,,0,2099-12-31,0,49324932,,Nos,
Nos,AS-5046,اكسسوارات,AS-5046,1,0,,0,2099-12-31,0,50465046,,Nos,
Nos,AS-513513,اكسسوارات,AS-513513,1,0,,0,2099-12-31,0,513513513,,Nos,
Nos,AS-5348,اكسسوارات,AS-5348,1,0,,0,2099-12-31,0,53485348,,Nos,
Nos,AS-5349,اكسسوارات,AS-5349,1,0,,0,2099-12-31,0,125125125,,Nos,
Nos,AS-552552,اكسسوارات,كواسر كبير,1,0,,0,2099-12-31,0,552552552,,Nos,
Nos,AS-554554,اكسسوارات,ابيام فراشات,1,0,,0,2099-12-31,0,554554554,,Nos,
Nos,AS-5654,اكسسوارات,AS-5654,1,0,,0,2099-12-31,0,56545654,,Nos,
Nos,B22939,اكسسوارات,B22939,1,0,,0,2099-12-31,0,B293998,,Nos,
Nos,B292217,اكسسوارات,B292217,1,0,,0,2099-12-31,0,B292217,,Nos,
Nos,B2935,اكسسوارات,B2935,1,0,,0,2099-12-31,0,B293561,,Nos,
Nos,B293583,اكسسوارات,B293583,1,0,,0,2099-12-31,0,B293583,,Nos,
Nos,B293602,اكسسوارات,B293602,1,0,,0,2099-12-31,0,B293602,,Nos,
Nos,B29364,اكسسوارات,B29364,1,0,,0,2099-12-31,0,B293641,,Nos,
Nos,B293653,اكسسوارات,B293653,1,0,,0,2099-12-31,0,B293653,,Nos,
Nos,B2937,اكسسوارات,B2937,1,0,,0,2099-12-31,0,B293719,,Nos,
Nos,B29371,اكسسوارات,B29371,1,0,,0,2099-12-31,0,B293717,,Nos,
Nos,B2939,اكسسوارات,B2939,1,0,,0,2099-12-31,0,B293996,,Nos,
Nos,B29390,اكسسوارات,B29390,1,0,,0,2099-12-31,0,B293907,,Nos,
Nos,B29398,اكسسوارات,B29398,1,0,,0,2099-12-31,0,B293985,,Nos,
Nos,BHS546,اكسسوارات,سلس مع الحلق,1,0,,0,2099-12-31,0,5934782049191,,Nos,
Nos,COMM,اكسسوارات,Communication,0,0,,0,2099-12-31,0,,,Nos,
Nos,EXP_GEN,اكسسوارات,Expenses,0,0,,0,2099-12-31,0,,,Nos,
Nos,FOOD,اكسسوارات,Meals,0,0,,0,2099-12-31,0,,,Nos,
Nos,GIFT,اكسسوارات,Gifts,0,0,,0,2099-12-31,0,,,Nos,
Nos,MIL,اكسسوارات,Mileage,0,0,,0,2099-12-31,0,,,Nos,
Nos,PH-272,اكسسوارات,PH-272,1,0,,0,2099-12-31,0,6971606202720,,Nos,
Nos,S160005,اكسسوارات,S160005,1,0,,0,2099-12-31,0,160005,,Nos,
Nos,S160008,اكسسوارات,S160008,1,0,,0,2099-12-31,0,160008,,Nos,
Nos,S160016,اكسسوارات,S160016,1,0,,0,2099-12-31,0,160016,,Nos,
Nos,S210301,اكسسوارات,اسبورات نسائيه م36-41 (شد 24),1,0,,0,2099-12-31,0,6900212103015,,Nos,
Nos,S210305,اكسسوارات,اسبورات نسائيه م36-41ش24,1,0,,0,2099-12-31,0,6900212103053,,Nos,
Nos,S210307,اكسسوارات,اسبوات نسائيه م36-41ش24,1,0,,0,2099-12-31,0,6900212103077,,Nos,
Nos,S210313,اكسسوارات,سبورات نسائيه م36-41ش24,1,0,,0,2099-12-31,0,6900212103138,,Nos,
Nos,S210315,اكسسوارات,اسبورات نسائي م 36-41ش24,1,0,,0,2099-12-31,0,6900212103152,,Nos,
Nos,SQ9235,اكسسوارات,ميداليات دبدوب,1,0,,0,2099-12-31,0,6688892350003,,Nos,
Nos,TIPS,اكسسوارات,Tips,1,0,,0,2099-12-31,0,,,Nos,
Nos,TRANS & ACC,اكسسوارات,Travel & Accommodation,0,0,,0,2099-12-31,0,,,Nos,
Nos,145145,اكسسوارات نسائية فاخرة,قطب مطلي رملي,1,0,,0,2099-12-31,0,145145145,,Nos,
Nos,5286415,اكسسوارات نسائية فاخرة,تيجان كرستال,1,0,,0,2099-12-31,0,52864154,,Nos,
Nos,5286416,اكسسوارات نسائية فاخرة,تيجان كرستال عرائسي,1,0,,0,2099-12-31,0,52864164,,Nos,
Nos,6161,اكسسوارات نسائية فاخرة,كفوف مطلي,1,0,,0,2099-12-31,0,616161,,Nos,
Nos,6969,اكسسوارات نسائية فاخرة,طقوم مطلي فرفشة,1,0,,0,2099-12-31,0,696969,,Nos,
Nos,7070,اكسسوارات نسائية فاخرة,كماشات كرستال,1,0,,0,2099-12-31,0,707070,,Nos,
Nos,AS-221221,اكسسوارات نسائية فاخرة,تيجان متحرك زركون,1,0,,0,2099-12-31,0,221221221,,Nos,
Nos,12288,التجميل,اظافر كلاسك كلر 5637,1,0,كلاسك,0,2099-12-31,0,8955155122881,,Nos,
Nos,24576,التجميل,اظافر كلاسك كلر 576,1,0,كلاسك,0,2099-12-31,0,8955155245764,,Nos,
Nos,250917,التجميل,اظافر صناعي بيوتي 5717,1,0,بيوتي,0,2099-12-31,0,6973926409179,,Nos,
Nos,41612,التجميل,اظافر صناعي 5613,1,0,,0,2099-12-31,0,6907725041612,,Nos,
Nos,5640,التجميل,اظافر صناعي علبة سداسي,1,0,,0,2099-12-31,0,56405640,,Nos,
Nos,6096,التجميل,اظافر شجلام,1,0,شجلام,0,2099-12-31,0,6904587606096,,Nos,
Nos,75255,التجميل,غراء اظافر,1,0,,0,2099-12-31,0,6997524675255,,Nos,
Nos,575742,امصار,امصار شعر,1,0,,0,2099-12-31,0,5757525,,Nos,
Nos,155155,حبال مائي,حبال مائي,1,0,,0,2099-12-31,0,11155155,,Nos,
Nos,5245,حبال مائي,حبال مائي الأصلي,1,0,,0,2099-12-31,0,2145215245,,Nos,
Nos,2020,خواتم استيل,خواتم استيل فص ملون,1,0,,0,2099-12-31,0,202020,,Nos,
Nos,10554,خواتم زركون,خواتم زركون اصلي2,1,0,,0,2099-12-31,0,110110445,,Nos,
Nos,1342,خواتم زركون,خواتم زركون اصلي1,1,0,,0,2099-12-31,0,1101110446,,Nos,
Nos,1919,خواتم زركون,خواتم زركون منوع,1,0,,0,2099-12-31,0,191919,,Nos,
Nos,2222,خواتم زركون,خواتم أبو فص زركون,1,0,,0,2099-12-31,0,222222,,Nos,
Nos,255255,خواتم مطلي,خواتم بناتي مطلي,1,0,,0,2099-12-31,0,255255255,,Nos,
Nos,28228,سلوس استيل,سلوس استيل كرت قصير,1,0,,0,2099-12-31,0,228228228,,Nos,
Nos,3131,سلوس استيل,سلوس استيل 2 خط,1,0,,0,2099-12-31,0,313131,,Nos,
Nos,3232,سلوس استيل,سلوس استيل منوع,1,0,,0,2099-12-31,0,323232,,Nos,
Nos,3333,سلوس استيل,سلوس استيل جنيهات,1,0,,0,2099-12-31,0,333333,,Nos,
Nos,3535,سلوس استيل,سلوس استيل مربع + منوع,1,0,,0,2099-12-31,0,353535,,Nos,
Nos,4141,سلوس استيل,سلوس استيل 3 خط,1,0,,0,2099-12-31,0,414141,,Nos,
Nos,4242,سلوس استيل,سلوس استيل مع القطب شانل,1,0,شانل,0,2099-12-31,0,424242,,Nos,
Nos,130130,سلوس زركون,سلوس زركون ريديوم,1,0,,0,2099-12-31,0,130130130,,Nos,
Nos,B292976,شنط اطفال,شنط اطفال,1,0,,0,2099-12-31,0,B292976,,Nos,
Nos,B293012,شنط اطفال,شنط اطفال,1,0,,0,2099-12-31,0,B293012,,Nos,
Nos,B293018,شنط اطفال,شنط اطفال,1,0,,0,2099-12-31,0,B293018,,Nos,
Nos,B293028,شنط اطفال,شنط اطفال,1,0,,0,2099-12-31,0,B293028,,Nos,
Nos,B293084,شنط اطفال,شنط اطفال,1,0,,0,2099-12-31,0,B293084,,Nos,
Nos,B293098,شنط اطفال,شنط اطفال,1,0,,0,2099-12-31,0,B293098,,Nos,
Nos,B292960,شنط بناتي,شنط بناتي شد 60 حبة,1,0,,0,2099-12-31,0,B292960,,Nos,
Nos,B292962,شنط بناتي,شنط بناتي شد 60,1,0,,0,2099-12-31,0,B292962,,Nos,
Nos,B292968,شنط بناتي,شنط بناتي شد 60 حبه,1,0,,0,2099-12-31,0,B292968,,Nos,
Nos,B292970,شنط بناتي,شنط بناتي شد 60 حبة,1,0,,0,2099-12-31,0,B292970,,Nos,
Nos,B292971,شنط بناتي,شنط بناتي شد 60 حبه,1,0,,0,2099-12-31,0,B292971,,Nos,
Nos,B292981,شنط بناتي,شنط بناتي شد 60 حبة,1,0,,0,2099-12-31,0,B292981,,Nos,
Nos,B292986,شنط بناتي,شنط بناتي شد 60 حبة,1,0,,0,2099-12-31,0,B292986,,Nos,
Nos,B292991,شنط بناتي,شنط بناتي شد 60 حبة,1,0,,0,2099-12-31,0,B292991,,Nos,
Nos,B293001,شنط بناتي,شنط بناتي شد 60,1,0,,0,2099-12-31,0,B293001,,Nos,
Nos,B293016,شنط بناتي,شنط بناتي شد 60 حبة,1,0,,0,2099-12-31,0,B293016,,Nos,
Nos,B293017,شنط بناتي,شنط بناتي شد 60 حبه,1,0,,0,2099-12-31,0,B293017,,Nos,
Nos,B293020,شنط بناتي,شنط بناتي شد 60 حبة,1,0,,0,2099-12-31,0,B293020,,Nos,
Nos,B293025,شنط بناتي,شنط بناتي شد 60 حبة,1,0,,0,2099-12-31,0,B293025,,Nos,
Nos,B293035,شنط بناتي,شنط بناتي شد 60 حبة,1,0,,0,2099-12-31,0,B293035,,Nos,
Nos,B293038,شنط بناتي,شنط بناتي شد 60 حبة,1,0,,0,2099-12-31,0,B293038,,Nos,
Nos,B293040,شنط بناتي,شنط بناتي شد 60 حبه,1,0,,0,2099-12-31,0,B293040,,Nos,
Nos,B293044,شنط بناتي,شنط بناتي شد 60 حبه,1,0,,0,2099-12-31,0,B293044,,Nos,
Nos,B293048,شنط بناتي,شنط بناتي شد 60 حبة,1,0,,0,2099-12-31,0,B293048,,Nos,
