ID,Item Code,Price List,Rate,Currency,Selling,UOM,Buying,Item Name,Brand,Supplier
d383b024b7,501316,Standard Buying,7.5,SAR,0,Nos,1,501316,,
18e331c80e,501323,Standard Buying,4.29,SAR,0,Nos,1,501323,,
c08effbc9f,501330,Standard Buying,4.29,SAR,0,Nos,1,501330,,
84ae7176b9,501446,Standard Buying,4.29,SAR,0,Nos,1,501446,,
cd8aa2a3c9,501989,Standard Buying,12.39,SAR,0,Nos,1,501989,,
be4dd717d4,502689,Standard Buying,15.46,SAR,0,Nos,1,502689,,
a61cda6d10,503211,Standard Buying,10.43,SAR,0,Nos,1,503211,,
085de63dae,504218,Standard Buying,10.43,SAR,0,Nos,1,504218,,
d90caee51b,5044,Standard Buying,0.7,SAR,0,Nos,1,5044,,
ba3988cf76,5050,Standard Buying,6.0,SAR,0,Nos,1,5050,,
d15b875921,505215,Standard Buying,10.43,SAR,0,Nos,1,505215,,
51b2a732c6,505413,Standard Buying,10.43,SAR,0,Nos,1,505413,,
7092c21bd6,505512,Standard Buying,10.43,SAR,0,Nos,1,505512,,
fc1b873ef5,505710,Standard Buying,10.43,SAR,0,Nos,1,505710,,
a881c29cc0,5058,Standard Buying,1.0,SAR,0,Nos,1,5058,,
f68673ef34,51062,Standard Buying,1.5,SAR,0,Nos,1,51062,,
a30c9656c0,51147,Standard Buying,10.08,SAR,0,Nos,1,51147,,
a244fe2ab0,5115,Standard Buying,21.0,SAR,0,Nos,1,5115,,
bf8b1d2e82,51222,Standard Buying,10.08,SAR,0,Nos,1,51222,,
8cfba9777d,51260,Standard Buying,10.86,SAR,0,Nos,1,51260,,
662120782c,51392,Standard Buying,96.0,SAR,0,Nos,1,51392,,
97f6ddc951,51415,Standard Buying,80.0,SAR,0,Nos,1,51415,,
99e921c007,5151,Standard Buying,6.0,SAR,0,Nos,1,5151,,
6a11c47dda,51515,Standard Buying,60.0,SAR,0,Nos,1,51515,,
ff536a0395,51515,Standard Buying,4.17,SAR,0,Nos,1,51515,,
9417c324ef,51574,Standard Buying,13.29,SAR,0,Nos,1,51574,,
ec724c59a1,51611,Standard Buying,10.86,SAR,0,Nos,1,51611,,
7fc6be4458,51712,Standard Buying,2.91,SAR,0,Nos,1,51712,,
46d2ce813b,5252,Standard Buying,1.42,SAR,0,Nos,1,5252,,
2fc9264ed4,52664,Standard Selling SAR,8.20,SAR,1,,0,اساور فرفشة,,
240355fe0b,52664,Standard Buying,3.33,SAR,0,Nos,1,اساور فرفشة,,
a0a67e68c4,52665,Standard Selling SAR,8.20,SAR,1,,0,اساور فرفشة منوعين,,
d0910fbe2f,52665,Standard Buying,4.0,SAR,0,Nos,1,اساور فرفشة منوعين,,
0c772175a7,53191,Standard Selling SAR,8.20,SAR,1,,0,قطب طقم حلق مدور ملون,,
87c9ec78ad,53191,Standard Buying,5.0,SAR,0,Nos,1,قطب طقم حلق مدور ملون,,
0b74d15b4c,5353,Standard Buying,1.5,SAR,0,Nos,1,5353,,
b0d6668aed,54094,Standard Buying,24.0,SAR,0,Nos,1,54094,,
0285d622f1,54168,Standard Selling SAR,10.58,SAR,1,,0,مصحح حواجب نوت+ برافو ليدي,,
9e7b08130a,54168,Standard Buying,6.5,SAR,0,Nos,1,مصحح حواجب نوت+ برافو ليدي,,
6a9250e19e,5454,Standard Buying,1.67,SAR,0,Nos,1,5454,,
854ccad074,55045,Standard Buying,0.75,SAR,0,Nos,1,55045,,
9d63fb25be,552869,Standard Buying,2.3,SAR,0,Nos,1,552869,,
00036a8e89,55421,Standard Buying,0.36,SAR,0,Nos,1,55421,,
d35823c24e,5555,Standard Buying,1.25,SAR,0,Nos,1,5555,,
e8f0b28f54,5568,Standard Buying,1.25,SAR,0,Nos,1,5568,,
8035bc7afb,55794,Standard Selling SAR,10.00,SAR,1,,0,طقم سلوس فراشة,,
3de54b4e8b,55794,Standard Buying,3.5,SAR,0,Nos,1,طقم سلوس فراشة,,
edf64d617e,5581,Standard Selling SAR,10.00,SAR,1,,0,طقم بناتي قلب,,
8fc120a658,5581,Standard Buying,3.0,SAR,0,Nos,1,طقم بناتي قلب,,
c6517c7560,56109,Standard Buying,34.0,SAR,0,Nos,1,56109,,
03195f957e,56210,Standard Buying,2.08,SAR,0,Nos,1,56210,,
e44f139d5b,56213,Standard Buying,2.08,SAR,0,Nos,1,56213,,
8fc918ea89,5656,Standard Buying,2.75,SAR,0,Nos,1,5656,,
b4ac336def,56649,Standard Buying,1.25,SAR,0,Nos,1,56649,,
45490b06a1,56787,Standard Buying,175.0,SAR,0,Nos,1,56787,,
1de1d8ef71,57370,Standard Buying,2.67,SAR,0,Nos,1,57370,,
d8495230c4,57374,Standard Buying,9.21,SAR,0,Nos,1,57374,,
9fe85194d9,5757,Standard Buying,3.0,SAR,0,Nos,1,5757,,
7325f604d4,5762,Standard Selling SAR,10.00,SAR,1,,0,اساور فان كليف,,
de6aa1ff08,5762,Standard Buying,5.5,SAR,0,Nos,1,اساور فان كليف,,
135f5e6eca,5786,Standard Buying,0.5,SAR,0,Nos,1,5786,,
8092bcb107,5801,Standard Buying,0.5,SAR,0,Nos,1,5801,,
6f6f9d3c96,58174,Standard Buying,9.0,SAR,0,Nos,1,58174,,
18fafa12c0,58439,Standard Buying,6.0,SAR,0,Nos,1,58439,,
b7826d53ff,5858,Standard Buying,3.5,SAR,0,Nos,1,5858,,
27578c7b34,5897,Standard Buying,13.5,SAR,0,Nos,1,5897,,
d8b2d90647,5959,Standard Buying,2.5,SAR,0,Nos,1,5959,,
8c82114e6e,59684,Standard Buying,15.0,SAR,0,Nos,1,59684,,
92c6f039d6,603132,Standard Buying,2.5,SAR,0,Nos,1,603132,,
64f399b175,6060,Standard Buying,3.5,SAR,0,Nos,1,6060,,
2565a65b0c,6116,Standard Buying,15.0,SAR,0,Nos,1,6116,,
6f0a352084,61172,Standard Buying,40.0,SAR,0,Nos,1,61172,,
36106a2440,6145,Standard Selling SAR,7.06,SAR,1,,0,سلوس بناتي كرزه,,
8d0dc7a668,6145,Standard Buying,2.75,SAR,0,Nos,1,سلوس بناتي كرزه,,
11f2d37b5e,6151,Standard Buying,8.38,SAR,0,Nos,1,6151,,
7b0fd6c9fe,61616,Standard Buying,5.0,SAR,0,Nos,1,61616,,
fd0aa8643f,61616,Standard Buying,2.5,SAR,0,Nos,1,61616,,
041c667320,61839,Standard Buying,4.16,SAR,0,Nos,1,61839,,
d4ab7d7c87,6265,Standard Buying,35.0,SAR,0,Nos,1,6265,,
799a2cd38e,62662,Standard Selling SAR,2.35,SAR,1,,0,ابيام فيونكة مع المراطق,,
3a0dda1033,62662,Standard Buying,1.5,SAR,0,Nos,1,ابيام فيونكة مع المراطق,,
9d3ed3abc9,62898,Standard Buying,175.0,SAR,0,Nos,1,62898,,
0c56b6bc86,63122,Standard Selling SAR,10.59,SAR,1,,0,فرشم مكياج بيوتي,بيوتي,
37c35c66bf,63122,Standard Buying,6.5,SAR,0,Nos,1,فرشم مكياج بيوتي,بيوتي,
ad017770a1,63531,Standard Selling SAR,2.35,SAR,1,,0,كلبس كرز  2,,
6ba2b4cf3a,63531,Standard Buying,1.67,SAR,0,Nos,1,كلبس كرز  2,,
9bc0dec31e,6377,Standard Buying,15.0,SAR,0,Nos,1,6377,,
7c6db18a74,6386,Standard Buying,20.0,SAR,0,Nos,1,6386,,
ef1a6fd4c3,6400,Standard Buying,25.0,SAR,0,Nos,1,6400,,
323629d168,6432,Standard Buying,35.0,SAR,0,Nos,1,6432,,
138f59c95b,6437,Standard Buying,50.0,SAR,0,Nos,1,6437,,
7c70149df9,6477,Standard Buying,52.0,SAR,0,Nos,1,6477,,
ba8aa72692,67,Standard Selling SAR,1.00,SAR,1,,0,سلس,,
03715c985b,67122,Standard Buying,8.0,SAR,0,Nos,1,67122,,
1eeb6f09b9,67217,Standard Buying,8.0,SAR,0,Nos,1,67217,,
b2b1937dd3,67224,Standard Buying,8.0,SAR,0,Nos,1,67224,,
926268a49c,6767,Standard Selling SAR,0.00,SAR,1,,0,باكت مسكرة رومنتك جديد,رومنتك,
b93ff728c4,6767,Standard Buying,2.92,SAR,0,Nos,1,باكت مسكرة رومنتك جديد,رومنتك,
cfa1044a7b,68160,Standard Buying,55.0,SAR,0,Nos,1,68160,,
a7157bfdd8,6831,Standard Selling SAR,5.88,SAR,1,,0,مورد يارا,,
9c953a5ef0,6831,Standard Buying,3.0,SAR,0,Nos,1,مورد يارا,,
c281a041ec,6868,Standard Selling SAR,0.00,SAR,1,,0,باكت مسكرة سفن دي الأصلي,سفن دي,
177346676d,6868,Standard Buying,2.29,SAR,0,Nos,1,باكت مسكرة سفن دي الأصلي,سفن دي,
f6a9b6b5ba,690442578301,Standard Buying,0.92,SAR,0,Nos,1,690442578301,,
c40d63a12f,694605123971,Standard Buying,0.75,SAR,0,Nos,1,694605123971,,
b73ebcc487,70009,Standard Buying,36.0,SAR,0,Nos,1,70009,,
4da6386746,70016,Standard Buying,36.0,SAR,0,Nos,1,70016,,
55dc33bb14,7079,Standard Buying,0.75,SAR,0,Nos,1,7079,,
d87616c0bf,708,Standard Selling SAR,3.50,SAR,1,,0,سلوس 1,,
949e06d593,7117,Standard Buying,60.0,SAR,0,Nos,1,7117,,
5d8c2e8108,71425,Standard Buying,2.02,SAR,0,Nos,1,71425,,
bfe6a261cf,71717,Standard Buying,5.4,SAR,0,Nos,1,71717,,
9f8efa2d50,71717,Standard Buying,3.0,SAR,0,Nos,1,71717,,
53b3eb0d48,72,Standard Selling SAR,1.00,SAR,1,,0,وهمي,,
802aa6b381,7210,Standard Buying,46.0,SAR,0,Nos,1,7210,,
04b24ebda9,721496,Standard Buying,16.0,SAR,0,Nos,1,721496,,
e12962c8be,721497,Standard Buying,12.0,SAR,0,Nos,1,721497,,
b37697b0eb,721501,Standard Buying,16.0,SAR,0,Nos,1,721501,,
df449dfe57,721502,Standard Buying,10.0,SAR,0,Nos,1,721502,,
7faeec863d,721587,Standard Buying,11.7,SAR,0,Nos,1,721587,,
d6f3d5936b,721588,Standard Buying,11.7,SAR,0,Nos,1,721588,,
edae8b5185,721589,Standard Buying,10.0,SAR,0,Nos,1,721589,,
42b6657563,721592,Standard Buying,11.7,SAR,0,Nos,1,721592,,
c943be19ad,740404,Standard Buying,8.0,SAR,0,Nos,1,740404,,
5baf6004be,741442,Standard Buying,12.0,SAR,0,Nos,1,741442,,
f88eeb9087,741489,Standard Buying,8.0,SAR,0,Nos,1,741489,,
8201ca2985,741501,Standard Buying,12.0,SAR,0,Nos,1,741501,,
a695f80605,741975,Standard Buying,12.0,SAR,0,Nos,1,741975,,
99b158b447,741983,Standard Buying,10.0,SAR,0,Nos,1,741983,,
a5662f2c3f,742024,Standard Buying,12.0,SAR,0,Nos,1,742024,,
6e5d0449da,742028,Standard Buying,12.0,SAR,0,Nos,1,742028,,
a2d4a6c658,742226,Standard Buying,12.0,SAR,0,Nos,1,742226,,
e9986147ed,742579,Standard Buying,10.0,SAR,0,Nos,1,742579,,
22380cee25,742786,Standard Buying,10.0,SAR,0,Nos,1,742786,,
088f395535,742851,Standard Buying,12.0,SAR,0,Nos,1,742851,,
a50178e3ed,742896,Standard Buying,12.0,SAR,0,Nos,1,742896,,
e828ccee01,742904,Standard Buying,12.0,SAR,0,Nos,1,742904,,
faaa4f7ae0,742954,Standard Buying,12.0,SAR,0,Nos,1,742954,,
9fc9e298b2,743066,Standard Buying,12.0,SAR,0,Nos,1,743066,,
75ccf6351d,743070,Standard Buying,12.0,SAR,0,Nos,1,743070,,
f03f8a83a1,743489,Standard Buying,12.0,SAR,0,Nos,1,743489,,
ae49cdefcf,743565,Standard Buying,12.0,SAR,0,Nos,1,743565,,
8bf2227c58,743600,Standard Buying,12.0,SAR,0,Nos,1,743600,,
ceb9277265,743606,Standard Buying,12.0,SAR,0,Nos,1,743606,,
4b11e9db7b,743622,Standard Buying,12.0,SAR,0,Nos,1,743622,,
7f860649fe,744107,Standard Buying,12.0,SAR,0,Nos,1,744107,,
3bc3a75d25,750710,Standard Buying,48.0,SAR,0,Nos,1,750710,,
d9d654f809,750711,Standard Buying,48.0,SAR,0,Nos,1,750711,,
e277102168,750712,Standard Buying,24.0,SAR,0,Nos,1,750712,,
a8cceff427,750713,Standard Buying,160.0,SAR,0,Nos,1,750713,,
645f2bf406,750714,Standard Buying,24.0,SAR,0,Nos,1,750714,,
2683c50e6a,77092,Standard Buying,57.0,SAR,0,Nos,1,77092,,
40963eb78a,77454,Standard Selling SAR,2.35,SAR,1,,0,اقلام كحل اسود طلعة,,
54798a9388,77454,Standard Buying,0.75,SAR,0,Nos,1,اقلام كحل اسود طلعة,,
715f534c65,78236,Standard Buying,6.43,SAR,0,Nos,1,78236,,
c673d22fbc,78252,Standard Buying,4.16,SAR,0,Nos,1,78252,,
9f60a32c32,78813,Standard Buying,1.83,SAR,0,Nos,1,78813,,
7a0981caaf,790778,Standard Buying,1.39,SAR,0,Nos,1,790778,,
ef257cd405,790794,Standard Buying,9.46,SAR,0,Nos,1,790794,,
a3b83232d6,790800,Standard Buying,320.0,SAR,0,Nos,1,790800,,
99cecf7f4e,791052,Standard Buying,1.04,SAR,0,Nos,1,791052,,
6cf460ea84,791067,Standard Buying,4.06,SAR,0,Nos,1,791067,,
772f1aa2f9,791097,Standard Buying,4.48,SAR,0,Nos,1,791097,,
06b7023d77,80088,Standard Buying,2.24,SAR,0,Nos,1,80088,,
54072ac98f,809129,Standard Buying,23.0,SAR,0,Nos,1,809129,,
9cf478fe46,8118,Standard Buying,80.0,SAR,0,Nos,1,8118,,
4d064f0940,81818,Standard Buying,2.1,SAR,0,Nos,1,81818,,
efdf69cb50,81818,Standard Buying,1.92,SAR,0,Nos,1,81818,,
6933567c3b,81947,Standard Buying,13.0,SAR,0,Nos,1,81947,,
2058f70cd8,82518,Standard Buying,4.16,SAR,0,Nos,1,82518,,
e2970dcf3d,83232,Standard Buying,22.5,SAR,0,Nos,1,83232,,
c31da16ecd,83919,Standard Buying,1.35,SAR,0,Nos,1,83919,,
c4a9798369,8407,Standard Buying,7.26,SAR,0,Nos,1,8407,,
743ebf6e09,84072,Standard Buying,6.12,SAR,0,Nos,1,84072,,
ccb28d574e,84128,Standard Selling SAR,5.80,SAR,1,,0,مصحح حواجب أبو جهة,,
b51f4ec926,84128,Standard Buying,21.0,SAR,0,Nos,1,مصحح حواجب أبو جهة,,
f03a2eb15c,84535,Standard Buying,50.0,SAR,0,Nos,1,84535,,
316c76ff1e,84810,Standard Buying,8.66,SAR,0,Nos,1,84810,,
323e978664,850038,Standard Buying,6.25,SAR,0,Nos,1,850038,,
51563fe22f,85476,Standard Buying,110.0,SAR,0,Nos,1,85476,,
58102af480,8555,Standard Buying,1.25,SAR,0,Nos,1,8555,,
5b94af4dc8,86886,Standard Selling SAR,10.59,SAR,1,,0,سلوس بناتي,,
9453e17170,86886,Standard Buying,5.0,SAR,0,Nos,1,سلوس بناتي,,
8704aacc30,87230,Standard Buying,33.0,SAR,0,Nos,1,87230,,
a3ab633462,87307,Standard Buying,162.0,SAR,0,Nos,1,87307,,
2151e52c0a,87621,Standard Buying,4.06,SAR,0,Nos,1,87621,,
e6ddcf0f2a,88015,Standard Buying,1.35,SAR,0,Nos,1,88015,,
fcdd248dd7,88128,Standard Buying,1.38,SAR,0,Nos,1,88128,,
cc8969e98e,88289,Standard Buying,1.38,SAR,0,Nos,1,88289,,
998015db30,88422,Standard Buying,1.38,SAR,0,Nos,1,88422,,
2b01948ba5,90311,Standard Buying,35.0,SAR,0,Nos,1,90311,,
c92d713e14,90356,Standard Buying,2.83,SAR,0,Nos,1,90356,,
3d440accd8,90670,Standard Buying,42.0,SAR,0,Nos,1,90670,,
3724d23ae9,90715,Standard Buying,60.0,SAR,0,Nos,1,90715,,
baad66f6bb,90784,Standard Buying,30.0,SAR,0,Nos,1,90784,,
35b9e0866a,91000,Standard Buying,28.0,SAR,0,Nos,1,91000,,
9c34e3cb85,9119,Standard Buying,22.0,SAR,0,Nos,1,9119,,
fe178a2113,91230,Standard Buying,6.5,SAR,0,Nos,1,91230,,
d40c6cd593,91877,Standard Selling SAR,4.65,SAR,1,,0,روج سائل 2113,,
f09e0171e4,91877,Standard Buying,1.67,SAR,0,Nos,1,روج سائل 2113,,
9fe487dc5f,91919,Standard Buying,9.12,SAR,0,Nos,1,91919,,
c77d214bae,9281,Standard Buying,5.4,SAR,0,Nos,1,9281,,
053ceded90,93583,Standard Buying,30.0,SAR,0,Nos,1,93583,,
37359279e1,93831,Standard Buying,38.0,SAR,0,Nos,1,93831,,
3525758b1f,94026,Standard Buying,35.0,SAR,0,Nos,1,94026,,
37b7827a5a,94138,Standard Buying,8.0,SAR,0,Nos,1,94138,,
898e068b99,950777999799,Standard Buying,2.5,SAR,0,Nos,1,950777999799,,
623d97c54f,95214,Standard Buying,36.0,SAR,0,Nos,1,95214,,
cf2417bb15,95776,Standard Buying,2.75,SAR,0,Nos,1,95776,,
532752fffa,96161,Standard Buying,130.0,SAR,0,Nos,1,96161,,
6b11d02ebc,96565,Standard Selling SAR,4.65,SAR,1,,0,جلوس جف جيرل 2093,,
9ae6967808,96565,Standard Buying,2.0,SAR,0,Nos,1,جلوس جف جيرل 2093,,
a94c9ee9fe,97180,Standard Buying,45.0,SAR,0,Nos,1,97180,,
887669d18d,97388,Standard Selling SAR,70.00,SAR,1,,0,كريم سرافي 454ملي,,
c5ef2877dc,97388,Standard Buying,60.0,SAR,0,Nos,1,كريم سرافي 454ملي,,
67fb49371c,9801,Standard Buying,1.35,SAR,0,Nos,1,9801,,
a9cd8c2d16,9997991,Standard Buying,1.5,SAR,0,Nos,1,9997991,,
f5afd1dd75,AS-3215,Standard Buying,1.5,SAR,0,Nos,1,AS-3215,,
058af35ec4,AS-4520-2,Standard Buying,4.5,SAR,0,Nos,1,AS-4520-2,,
7236a0d7f0,AS-4932,Standard Buying,2.92,SAR,0,Nos,1,AS-4932,,
4dfa3081a3,AS-5046,Standard Buying,5.5,SAR,0,Nos,1,AS-5046,,
8982514bc2,AS-513513,Standard Buying,7.0,SAR,0,Nos,1,AS-513513,,
1e0a94b8ae,AS-5348,Standard Buying,2.67,SAR,0,Nos,1,AS-5348,,
a88e8d5a74,AS-5349,Standard Buying,1.6,SAR,0,Nos,1,AS-5349,,
3496f4e998,AS-552552,Standard Selling SAR,5.85,SAR,1,,0,كواسر كبير,,
c46464b826,AS-552552,Standard Buying,3.33,SAR,0,Nos,1,كواسر كبير,,
74c9a3e9ff,AS-554554,Standard Selling SAR,4.70,SAR,1,,0,ابيام فراشات,,
ce19069744,AS-554554,Standard Buying,1.5,SAR,0,Nos,1,ابيام فراشات,,
7bfbcd7759,AS-5654,Standard Buying,2.08,SAR,0,Nos,1,AS-5654,,
fc8a0f9556,B22939,Standard Buying,46.0,SAR,0,Nos,1,B22939,,
9bf2e7552e,B292217,Standard Buying,46.0,SAR,0,Nos,1,B292217,,
9668db9d27,B2935,Standard Buying,46.0,SAR,0,Nos,1,B2935,,
b6087d981a,B293583,Standard Buying,46.0,SAR,0,Nos,1,B293583,,
8837a21619,B293602,Standard Buying,46.0,SAR,0,Nos,1,B293602,,
c83ff83267,B29364,Standard Buying,46.0,SAR,0,Nos,1,B29364,,
71a2dfe2e2,B293653,Standard Buying,46.0,SAR,0,Nos,1,B293653,,
c052c50579,B2937,Standard Buying,46.0,SAR,0,Nos,1,B2937,,
f0005e43d7,B29371,Standard Buying,46.0,SAR,0,Nos,1,B29371,,
7f375484c8,B2939,Standard Buying,40.25,SAR,0,Nos,1,B2939,,
04f9bb5e1a,B29390,Standard Buying,40.25,SAR,0,Nos,1,B29390,,
be59374975,B29398,Standard Buying,46.0,SAR,0,Nos,1,B29398,,
b14e02b941,BHS546,Standard Selling SAR,1.00,SAR,1,,0,سلس مع الحلق,,
ad3695f615,COMM,Standard Selling SAR,1.00,SAR,1,,0,Communication,,
fa2ec47951,EXP_GEN,Standard Selling SAR,1.00,SAR,1,,0,Expenses,,
12d1ea6b7a,FOOD,Standard Selling SAR,1.00,SAR,1,,0,Meals,,
557a197b22,GIFT,Standard Selling SAR,1.00,SAR,1,,0,Gifts,,
6a88ea25f1,MIL,Standard Selling SAR,1.00,SAR,1,,0,Mileage,,
bcb00a66d2,MIL,Standard Buying,1.0,SAR,0,Nos,1,Mileage,,
84394d8718,PH-272,Standard Buying,1.67,SAR,0,Nos,1,PH-272,,
83a97bf3d9,S160005,Standard Buying,15.33,SAR,0,Nos,1,S160005,,
2a53f29e63,S160008,Standard Buying,15.33,SAR,0,Nos,1,S160008,,
316ed07a13,S160016,Standard Buying,15.33,SAR,0,Nos,1,S160016,,
3f2df94ccc,S210301,Standard Selling SAR,47.06,SAR,1,,0,اسبورات نسائيه م36-41 (شد 24),,
a02ea1b582,S210301,Standard Buying,25.08,SAR,0,Nos,1,اسبورات نسائيه م36-41 (شد 24),,
fbc896f398,S210305,Standard Selling SAR,0.00,SAR,1,,0,اسبورات نسائيه م36-41ش24,,
c402b72c01,S210305,Standard Buying,33.54,SAR,0,Nos,1,اسبورات نسائيه م36-41ش24,,
c10018787e,S210307,Standard Selling SAR,50.00,SAR,1,,0,اسبوات نسائيه م36-41ش24,,
7a9eb02348,S210307,Standard Buying,33.54,SAR,0,Nos,1,اسبوات نسائيه م36-41ش24,,
2735846144,S210313,Standard Selling SAR,0.00,SAR,1,,0,سبورات نسائيه م36-41ش24,,
13d8b3b052,S210313,Standard Buying,33.54,SAR,0,Nos,1,سبورات نسائيه م36-41ش24,,
2231812b3d,S210315,Standard Selling SAR,0.00,SAR,1,,0,اسبورات نسائي م 36-41ش24,,
051e8d63e5,S210315,Standard Buying,28.75,SAR,0,Nos,1,اسبورات نسائي م 36-41ش24,,
86517468ab,SQ9235,Standard Selling SAR,3.53,SAR,1,,0,ميداليات دبدوب,,
bfa85e4f41,SQ9235,Standard Buying,2.08,SAR,0,Nos,1,ميداليات دبدوب,,
c89341d11d,TIPS,Standard Selling SAR,1.00,SAR,1,,0,Tips,,
0568e7e986,TRANS & ACC,Standard Selling SAR,1.00,SAR,1,,0,Travel & Accommodation,,
ceb94217be,145145,Standard Selling SAR,9.41,SAR,1,,0,قطب مطلي رملي,,
d3e8e0266e,145145,Standard Buying,3.0,SAR,0,Nos,1,قطب مطلي رملي,,
d6fb3165b9,5286415,Standard Selling SAR,5.70,SAR,1,,0,تيجان كرستال,,
9c274eac1e,5286415,Standard Buying,2.67,SAR,0,Nos,1,تيجان كرستال,,
c687dcc037,5286416,Standard Selling SAR,15.20,SAR,1,,0,تيجان كرستال عرائسي,,
0726943ba5,5286416,Standard Buying,9.0,SAR,0,Nos,1,تيجان كرستال عرائسي,,
d4b56dbab7,6161,Standard Selling SAR,10.00,SAR,1,,0,كفوف مطلي,,
645eda17e0,6161,Standard Buying,7.0,SAR,0,Nos,1,كفوف مطلي,,
33498092cc,6969,Standard Selling SAR,15.20,SAR,1,,0,طقوم مطلي فرفشة,,
a86d948aef,6969,Standard Buying,9.0,SAR,0,Nos,1,طقوم مطلي فرفشة,,
76e3be30b3,7070,Standard Selling SAR,5.88,SAR,1,,0,كماشات كرستال,,
3a3b96e9b1,7070,Standard Buying,2.33,SAR,0,Nos,1,كماشات كرستال,,
21faffc525,AS-221221,Standard Selling SAR,15.20,SAR,1,,0,تيجان متحرك زركون,,
926c03d366,AS-221221,Standard Buying,8.26,SAR,0,Nos,1,تيجان متحرك زركون,,
0b66c7c5c6,12288,Standard Selling SAR,9.41,SAR,1,,0,اظافر كلاسك كلر 5637,كلاسك,
9023d77e7c,12288,Standard Buying,4.5,SAR,0,Nos,1,اظافر كلاسك كلر 5637,كلاسك,
1d02f023de,24576,Standard Selling SAR,18.82,SAR,1,,0,اظافر كلاسك كلر 576,كلاسك,
c41f985e9e,24576,Standard Buying,13.0,SAR,0,Nos,1,اظافر كلاسك كلر 576,كلاسك,
fdb79965e8,250917,Standard Selling SAR,4.65,SAR,1,,0,اظافر صناعي بيوتي 5717,بيوتي,
eef7c0afaa,250917,Standard Buying,2.5,SAR,0,Nos,1,اظافر صناعي بيوتي 5717,بيوتي,
f1af8c7f96,41612,Standard Selling SAR,2.35,SAR,1,,0,اظافر صناعي 5613,,
969c3dfff5,41612,Standard Buying,1.0,SAR,0,Nos,1,اظافر صناعي 5613,,
cdacdaba1f,5640,Standard Selling SAR,4.65,SAR,1,,0,اظافر صناعي علبة سداسي,,
c9e1edbcd4,5640,Standard Buying,2.75,SAR,0,Nos,1,اظافر صناعي علبة سداسي,,
712c9b3d37,6096,Standard Selling SAR,4.65,SAR,1,,0,اظافر شجلام,شجلام,
6eb8d9700a,6096,Standard Buying,2.92,SAR,0,Nos,1,اظافر شجلام,شجلام,
0e43b43d9e,75255,Standard Selling SAR,1.88,SAR,1,,0,غراء اظافر,,
4713a715a2,75255,Standard Buying,1.0,SAR,0,Nos,1,غراء اظافر,,
c1f9dab9e6,575742,Standard Selling SAR,1.10,SAR,1,,0,امصار شعر,,
fa3dec7da6,575742,Standard Buying,0.71,SAR,0,Nos,1,امصار شعر,,
68b648c8e3,155155,Standard Selling SAR,1.88,SAR,1,,0,حبال مائي,,
82fe5ba4ea,155155,Standard Buying,0.83,SAR,0,Nos,1,حبال مائي,,
cba4e8d31b,5245,Standard Selling SAR,1.88,SAR,1,,0,حبال مائي الأصلي,,
c217dc2195,5245,Standard Buying,0.83,SAR,0,Nos,1,حبال مائي الأصلي,,
1ea90824fe,2020,Standard Selling SAR,5.70,SAR,1,,0,خواتم استيل فص ملون,,
c7d85f1d6c,2020,Standard Buying,2.08,SAR,0,Nos,1,خواتم استيل فص ملون,,
9eed5a626b,10554,Standard Selling SAR,15.20,SAR,1,,0,خواتم زركون اصلي2,,
fd945942ec,10554,Standard Buying,5.0,SAR,0,Nos,1,خواتم زركون اصلي2,,
e24a139c28,1342,Standard Selling SAR,10.59,SAR,1,,0,خواتم زركون اصلي1,,
dcc1ed5ffe,1342,Standard Buying,3.33,SAR,0,Nos,1,خواتم زركون اصلي1,,
2cb2515aa8,1919,Standard Selling SAR,10.00,SAR,1,,0,خواتم زركون منوع,,
bc88e58af7,1919,Standard Buying,5.42,SAR,0,Nos,1,خواتم زركون منوع,,
ff7fafac93,2222,Standard Selling SAR,8.20,SAR,1,,0,خواتم أبو فص زركون,,
65ee226dbb,2222,Standard Buying,4.5,SAR,0,Nos,1,خواتم أبو فص زركون,,
d47edce563,255255,Standard Selling SAR,5.88,SAR,1,,0,خواتم بناتي مطلي,,
ce8defcf3c,255255,Standard Buying,2.5,SAR,0,Nos,1,خواتم بناتي مطلي,,
a78ea95347,28228,Standard Selling SAR,7.06,SAR,1,,0,سلوس استيل كرت قصير,,
4a4d5d80df,28228,Standard Buying,2.08,SAR,0,Nos,1,سلوس استيل كرت قصير,,
23ce8780b2,3131,Standard Selling SAR,10.00,SAR,1,,0,سلوس استيل 2 خط,,
1c52eccb4e,3131,Standard Buying,7.0,SAR,0,Nos,1,سلوس استيل 2 خط,,
935762c91b,3232,Standard Selling SAR,10.00,SAR,1,,0,سلوس استيل منوع,,
e68b271b51,3232,Standard Buying,5.5,SAR,0,Nos,1,سلوس استيل منوع,,
d96a5b99b8,3333,Standard Selling SAR,11.65,SAR,1,,0,سلوس استيل جنيهات,,
947d087b8e,3333,Standard Buying,7.0,SAR,0,Nos,1,سلوس استيل جنيهات,,
464f7e10f3,3535,Standard Selling SAR,10.00,SAR,1,,0,سلوس استيل مربع + منوع,,
cb13d6a80a,3535,Standard Buying,6.0,SAR,0,Nos,1,سلوس استيل مربع + منوع,,
59cfb56e95,4141,Standard Selling SAR,15.20,SAR,1,,0,سلوس استيل 3 خط,,
