Item Code,Item Name,Raw Barcode,Clean Barcode,Changed
790998,طقم اكسسوار علب هدايا 7 موديل 2,6988757909989,6988757909989,0
133133,ابيام كلبس فيونكات 4435,111133133,111133133,0
18534,فيونكات بناتي,4978326018534,4978326018534,0
709,قباضات نسائي,9502481758872,9502481758872,0
718,قباضات نسائي,2043408271199,2043408271199,0
2323,قطب زركون فص ملون,232323,232323,0
2424,قطب زركون ملون صغير,242424,242424,0
2626,قطب زركون ملون,262626,262626,0
2727,قطب زركون ملون دائري,272727,272727,0
2828,قطب زركون فراشه,282828,282828,0
2929,قطب زركون منوع,292929,292929,0
3030,قطب زركون *3 دائري,303030,303030,0
3838,قطب زركون ثعبان,383838,383838,0
3998,قطب دمعة زركون,39983998,39983998,0
120121,نقش حناء صغير,12121121,12121121,0
12120,نقش حناء منوع,12120120,12120120,0
225228,اقماع حناء المليكة,228225228,228225228,0
144144,مبارد,11144144,11144144,0
695657000888,نقش تاتو,6956570008882,6956570008882,0
